datetime,code,name,open,close,high,low,volume,amount,pct_chg,amplitude
2026-06-18 09:30:00,sh600586,金晶科技,4.92,4.92,4.92,4.92,5966,2935272,-2.19,0.0
2026-06-18 09:31:00,sh600586,金晶科技,4.94,4.82,4.94,4.82,31430,15291492,-2.03,2.44
2026-06-18 09:32:00,sh600586,金晶科技,4.8,4.77,4.8,4.76,20695,9890950,-1.04,0.83
2026-06-18 09:33:00,sh600586,金晶科技,4.77,4.75,4.77,4.73,20119,9547008,-0.42,0.84
2026-06-18 09:34:00,sh600586,金晶科技,4.74,4.75,4.75,4.72,12791,6054925,0.0,0.63
2026-06-18 09:35:00,sh600586,金晶科技,4.74,4.73,4.75,4.73,16012,7575533,-0.42,0.42
2026-06-18 09:36:00,sh600586,金晶科技,4.73,4.71,4.73,4.7,15415,7262603,-0.42,0.63
2026-06-18 09:37:00,sh600586,金晶科技,4.71,4.72,4.72,4.71,6055,2857542,0.21,0.21
2026-06-18 09:38:00,sh600586,金晶科技,4.72,4.7,4.72,4.67,29044,13642158,-0.42,1.06
2026-06-18 09:39:00,sh600586,金晶科技,4.69,4.69,4.69,4.68,11043,5174129,-0.21,0.21
2026-06-18 09:40:00,sh600586,金晶科技,4.69,4.73,4.73,4.69,8680,4088518,0.85,0.85
2026-06-18 09:41:00,sh600586,金晶科技,4.73,4.71,4.73,4.7,7212,3399494,-0.42,0.63
2026-06-18 09:42:00,sh600586,金晶科技,4.71,4.71,4.71,4.69,7463,3506503,0.0,0.42
2026-06-18 09:43:00,sh600586,金晶科技,4.71,4.7,4.71,4.7,3198,1505149,-0.21,0.21
2026-06-18 09:44:00,sh600586,金晶科技,4.71,4.72,4.72,4.7,4360,2050848,0.43,0.43
2026-06-18 09:45:00,sh600586,金晶科技,4.71,4.73,4.73,4.71,3370,1589004,0.21,0.42
2026-06-18 09:46:00,sh600586,金晶科技,4.73,4.74,4.75,4.73,6483,3072250,0.21,0.42
2026-06-18 09:47:00,sh600586,金晶科技,4.74,4.76,4.76,4.74,5351,2543951,0.42,0.42
2026-06-18 09:48:00,sh600586,金晶科技,4.76,4.76,4.77,4.76,4604,2192171,0.0,0.21
2026-06-18 09:49:00,sh600586,金晶科技,4.76,4.77,4.77,4.76,2352,1121035,0.21,0.21
2026-06-18 09:50:00,sh600586,金晶科技,4.77,4.75,4.77,4.75,4213,2004808,-0.42,0.42
2026-06-18 09:51:00,sh600586,金晶科技,4.75,4.75,4.75,4.73,7202,3412951,0.0,0.42
2026-06-18 09:52:00,sh600586,金晶科技,4.74,4.71,4.74,4.71,13895,6548721,-0.84,0.63
2026-06-18 09:53:00,sh600586,金晶科技,4.73,4.74,4.74,4.73,3776,1784617,0.64,0.21
2026-06-18 09:54:00,sh600586,金晶科技,4.74,4.72,4.75,4.72,2822,1336964,-0.42,0.63
2026-06-18 09:55:00,sh600586,金晶科技,4.73,4.71,4.73,4.71,11411,5368840,-0.21,0.42
2026-06-18 09:56:00,sh600586,金晶科技,4.72,4.72,4.73,4.71,2006,946622,0.21,0.42
2026-06-18 09:57:00,sh600586,金晶科技,4.73,4.73,4.74,4.72,2901,1372363,0.21,0.42
2026-06-18 09:58:00,sh600586,金晶科技,4.74,4.72,4.74,4.72,5778,2722800,-0.21,0.42
2026-06-18 09:59:00,sh600586,金晶科技,4.72,4.72,4.72,4.7,3028,1426424,0.0,0.42
