datetime,code,name,open,close,high,low,volume,amount,pct_chg,amplitude
2026-06-18 09:30:00,sz002276,万马股份,10.9,10.9,10.9,10.9,197,214730,-0.18,0.0
2026-06-18 09:31:00,sz002276,万马股份,10.88,10.85,10.88,10.83,1909,2072434,-0.46,0.46
2026-06-18 09:32:00,sz002276,万马股份,10.85,10.83,10.85,10.81,2704,2930898,-0.18,0.37
2026-06-18 09:33:00,sz002276,万马股份,10.84,10.84,10.85,10.81,1385,1500595,0.09,0.37
2026-06-18 09:34:00,sz002276,万马股份,10.85,10.81,10.85,10.8,1448,1565480,-0.28,0.46
2026-06-18 09:35:00,sz002276,万马股份,10.79,10.76,10.8,10.76,1484,1600072,-0.46,0.37
2026-06-18 09:36:00,sz002276,万马股份,10.77,10.77,10.77,10.75,2282,2456089,0.09,0.19
2026-06-18 09:37:00,sz002276,万马股份,10.77,10.76,10.78,10.75,1372,1476787,-0.09,0.28
2026-06-18 09:38:00,sz002276,万马股份,10.75,10.73,10.75,10.72,1253,1345391,-0.28,0.28
2026-06-18 09:39:00,sz002276,万马股份,10.72,10.72,10.74,10.71,2691,2885224,-0.09,0.28
2026-06-18 09:40:00,sz002276,万马股份,10.72,10.78,10.8,10.72,1885,2027160,0.56,0.75
2026-06-18 09:41:00,sz002276,万马股份,10.78,10.79,10.81,10.78,1312,1416367,0.09,0.28
2026-06-18 09:42:00,sz002276,万马股份,10.79,10.79,10.8,10.77,1135,1223936,0.0,0.28
2026-06-18 09:43:00,sz002276,万马股份,10.79,10.79,10.8,10.78,760,820110,0.0,0.19
2026-06-18 09:44:00,sz002276,万马股份,10.78,10.78,10.79,10.76,1893,2039650,-0.09,0.28
2026-06-18 09:45:00,sz002276,万马股份,10.78,10.82,10.83,10.78,1177,1271567,0.37,0.46
2026-06-18 09:46:00,sz002276,万马股份,10.83,10.87,10.87,10.83,1157,1255694,0.46,0.37
2026-06-18 09:47:00,sz002276,万马股份,10.87,10.86,10.87,10.86,707,768139,-0.09,0.09
2026-06-18 09:48:00,sz002276,万马股份,10.86,10.88,10.88,10.86,621,675137,0.18,0.18
2026-06-18 09:49:00,sz002276,万马股份,10.87,10.88,10.88,10.87,424,461117,0.0,0.09
2026-06-18 09:50:00,sz002276,万马股份,10.88,10.86,10.88,10.86,643,698628,-0.18,0.18
2026-06-18 09:51:00,sz002276,万马股份,10.86,10.85,10.86,10.84,532,577234,-0.09,0.18
2026-06-18 09:52:00,sz002276,万马股份,10.84,10.86,10.87,10.84,1121,1216495,0.09,0.28
2026-06-18 09:53:00,sz002276,万马股份,10.88,10.87,10.88,10.86,324,352140,0.09,0.18
2026-06-18 09:54:00,sz002276,万马股份,10.86,10.89,10.89,10.86,1012,1100755,0.18,0.28
2026-06-18 09:55:00,sz002276,万马股份,10.89,10.87,10.91,10.87,1161,1264937,-0.18,0.37
2026-06-18 09:56:00,sz002276,万马股份,10.87,10.87,10.88,10.87,311,338188,0.0,0.09
2026-06-18 09:57:00,sz002276,万马股份,10.87,10.89,10.89,10.87,377,410185,0.18,0.18
2026-06-18 09:58:00,sz002276,万马股份,10.89,10.88,10.89,10.88,298,324354,-0.09,0.09
2026-06-18 09:59:00,sz002276,万马股份,10.88,10.87,10.89,10.86,689,749165,-0.09,0.28
2026-06-18 10:00:00,sz002276,万马股份,10.86,10.86,10.87,10.84,845,917090,-0.09,0.28
2026-06-18 10:01:00,sz002276,万马股份,10.84,10.84,10.85,10.83,208,225477,-0.18,0.18
2026-06-18 10:02:00,sz002276,万马股份,10.84,10.84,10.85,10.83,761,824828,0.0,0.18
2026-06-18 10:03:00,sz002276,万马股份,10.84,10.86,10.87,10.83,1178,1277993,0.18,0.37
2026-06-18 10:04:00,sz002276,万马股份,10.85,10.85,10.86,10.84,292,316825,-0.09,0.18
2026-06-18 10:05:00,sz002276,万马股份,10.85,10.86,10.86,10.84,812,880312,0.09,0.18
2026-06-18 10:06:00,sz002276,万马股份,10.85,10.83,10.85,10.83,556,602683,-0.28,0.18
2026-06-18 10:07:00,sz002276,万马股份,10.84,10.85,10.85,10.84,621,673298,0.18,0.09
2026-06-18 10:08:00,sz002276,万马股份,10.84,10.84,10.84,10.83,202,218978,-0.09,0.09
2026-06-18 10:09:00,sz002276,万马股份,10.83,10.87,10.87,10.83,1267,1374337,0.28,0.37
2026-06-18 10:10:00,sz002276,万马股份,10.87,10.87,10.88,10.87,841,914255,0.0,0.09
2026-06-18 10:11:00,sz002276,万马股份,10.87,10.85,10.88,10.85,1003,1089487,-0.18,0.28
2026-06-18 10:12:00,sz002276,万马股份,10.84,10.84,10.86,10.84,860,933082,-0.09,0.18
2026-06-18 10:13:00,sz002276,万马股份,10.86,10.86,10.87,10.84,857,930594,0.18,0.28
2026-06-18 10:14:00,sz002276,万马股份,10.86,10.87,10.88,10.86,882,958984,0.09,0.18
2026-06-18 10:15:00,sz002276,万马股份,10.86,10.86,10.87,10.84,436,473181,-0.09,0.28
2026-06-18 10:16:00,sz002276,万马股份,10.86,10.87,10.87,10.86,253,274813,0.09,0.09
2026-06-18 10:17:00,sz002276,万马股份,10.86,10.88,10.89,10.86,967,1051368,0.09,0.28
2026-06-18 10:18:00,sz002276,万马股份,10.88,10.88,10.89,10.87,614,668339,0.0,0.18
2026-06-18 10:19:00,sz002276,万马股份,10.87,10.9,10.9,10.87,423,460537,0.18,0.28
2026-06-18 10:20:00,sz002276,万马股份,10.9,10.92,10.92,10.89,1131,1233190,0.18,0.28
2026-06-18 10:21:00,sz002276,万马股份,10.92,10.92,10.93,10.92,732,799530,0.0,0.09
2026-06-18 10:22:00,sz002276,万马股份,10.93,10.93,10.94,10.93,919,1004549,0.09,0.09
2026-06-18 10:23:00,sz002276,万马股份,10.92,10.91,10.92,10.9,423,461612,-0.18,0.18
2026-06-18 10:24:00,sz002276,万马股份,10.91,10.93,10.93,10.9,367,400523,0.18,0.27
2026-06-18 10:25:00,sz002276,万马股份,10.92,10.91,10.93,10.91,228,248989,-0.18,0.18
