datetime,code,name,open,close,high,low,volume,amount,pct_chg,amplitude
2026-06-18 09:30:00,sz300183,东软载波,11.07,11.07,11.07,11.07,900,996300,-0.09,0.0
2026-06-18 09:31:00,sz300183,东软载波,11.07,11.08,11.12,11.07,1028,1140300,0.09,0.45
2026-06-18 09:32:00,sz300183,东软载波,11.08,11.05,11.08,11.03,943,1042400,-0.27,0.45
2026-06-18 09:33:00,sz300183,东软载波,11.04,11.05,11.08,11.01,885,977267,0.0,0.63
2026-06-18 09:34:00,sz300183,东软载波,11.04,11.02,11.06,11.02,462,509902,-0.27,0.36
2026-06-18 09:35:00,sz300183,东软载波,11.02,11.0,11.04,11.0,1794,1976472,-0.18,0.36
2026-06-18 09:36:00,sz300183,东软载波,11.01,11.01,11.02,11.0,349,384222,0.09,0.18
2026-06-18 09:37:00,sz300183,东软载波,11.01,11.08,11.1,11.01,1106,1222837,0.64,0.82
2026-06-18 09:38:00,sz300183,东软载波,11.06,11.12,11.13,11.03,1480,1640423,0.36,0.9
2026-06-18 09:39:00,sz300183,东软载波,11.1,11.09,11.1,11.08,987,1095078,-0.27,0.18
2026-06-18 09:40:00,sz300183,东软载波,11.09,11.11,11.11,11.09,882,978977,0.18,0.18
2026-06-18 09:41:00,sz300183,东软载波,11.1,11.06,11.12,11.06,465,516058,-0.45,0.54
2026-06-18 09:42:00,sz300183,东软载波,11.07,11.04,11.07,11.04,1052,1163750,-0.18,0.27
2026-06-18 09:43:00,sz300183,东软载波,11.03,11.03,11.04,11.02,293,323144,-0.09,0.18
2026-06-18 09:44:00,sz300183,东软载波,11.03,11.06,11.06,11.03,404,446065,0.27,0.27
2026-06-18 09:45:00,sz300183,东软载波,11.06,11.09,11.1,11.06,693,768287,0.27,0.36
2026-06-18 09:46:00,sz300183,东软载波,11.1,11.12,11.13,11.09,940,1044404,0.27,0.36
2026-06-18 09:47:00,sz300183,东软载波,11.12,11.13,11.13,11.1,677,752694,0.09,0.27
2026-06-18 09:48:00,sz300183,东软载波,11.12,11.13,11.13,11.12,417,463961,0.0,0.09
2026-06-18 09:49:00,sz300183,东软载波,11.12,11.1,11.12,11.1,554,615292,-0.27,0.18
2026-06-18 09:50:00,sz300183,东软载波,11.1,11.09,11.1,11.09,278,308407,-0.09,0.09
2026-06-18 09:51:00,sz300183,东软载波,11.08,11.08,11.09,11.08,660,731334,-0.09,0.09
2026-06-18 09:52:00,sz300183,东软载波,11.08,11.08,11.09,11.08,519,575263,0.0,0.09
2026-06-18 09:53:00,sz300183,东软载波,11.11,11.1,11.11,11.1,334,370837,0.18,0.09
2026-06-18 09:54:00,sz300183,东软载波,11.1,11.1,11.11,11.08,541,600458,0.0,0.27
2026-06-18 09:55:00,sz300183,东软载波,11.1,11.1,11.11,11.09,266,295367,0.0,0.18
2026-06-18 09:56:00,sz300183,东软载波,11.1,11.09,11.1,11.09,492,545889,-0.09,0.09
2026-06-18 09:57:00,sz300183,东软载波,11.09,11.1,11.1,11.08,391,433521,0.09,0.18
2026-06-18 09:58:00,sz300183,东软载波,11.09,11.09,11.1,11.08,289,320424,-0.09,0.18
