datetime,code,name,open,close,high,low,volume,amount,pct_chg,amplitude
2026-06-22 09:30:00,sh600744,华银电力,7.05,7.05,7.05,7.05,3760,2650800,-0.42,0.0
2026-06-22 09:31:00,sh600744,华银电力,7.05,7.0,7.05,6.99,12454,8738996,-0.71,0.85
2026-06-22 09:32:00,sh600744,华银电力,7.0,6.94,7.0,6.92,28247,19624990,-0.86,1.14
2026-06-22 09:33:00,sh600744,华银电力,6.93,6.99,6.99,6.93,30865,21450948,0.72,0.86
2026-06-22 09:34:00,sh600744,华银电力,7.0,6.94,7.0,6.94,13918,9679752,-0.72,0.86
2026-06-22 09:35:00,sh600744,华银电力,6.93,6.96,6.96,6.93,14181,9859655,0.29,0.43
2026-06-22 09:36:00,sh600744,华银电力,6.96,6.93,6.96,6.93,10141,7041156,-0.43,0.43
2026-06-22 09:37:00,sh600744,华银电力,6.92,6.9,6.93,6.89,20649,14276921,-0.43,0.58
2026-06-22 09:38:00,sh600744,华银电力,6.89,6.9,6.92,6.88,23437,16170255,0.0,0.58
2026-06-22 09:39:00,sh600744,华银电力,6.91,6.93,6.93,6.9,12340,8525197,0.43,0.43
2026-06-22 09:40:00,sh600744,华银电力,6.93,6.96,6.96,6.92,13375,9280064,0.43,0.58
2026-06-22 09:41:00,sh600744,华银电力,6.98,6.94,6.99,6.94,7885,5486053,-0.29,0.72
2026-06-22 09:42:00,sh600744,华银电力,6.95,6.97,6.97,6.94,8143,5660830,0.43,0.43
2026-06-22 09:43:00,sh600744,华银电力,6.97,6.98,6.98,6.97,5170,3605991,0.14,0.14
2026-06-22 09:44:00,sh600744,华银电力,6.98,7.01,7.01,6.97,8900,6225324,0.43,0.57
2026-06-22 09:45:00,sh600744,华银电力,7.01,7.04,7.04,7.01,4789,3363590,0.43,0.43
2026-06-22 09:46:00,sh600744,华银电力,7.04,7.0,7.05,7.0,10208,7171182,-0.57,0.71
2026-06-22 09:47:00,sh600744,华银电力,7.0,6.99,7.0,6.99,4693,3284158,-0.14,0.14
2026-06-22 09:48:00,sh600744,华银电力,6.99,7.0,7.01,6.98,5781,4045019,0.14,0.43
2026-06-22 09:49:00,sh600744,华银电力,7.01,7.01,7.02,7.0,3403,2384720,0.14,0.29
2026-06-22 09:50:00,sh600744,华银电力,7.02,7.05,7.07,7.0,11064,7784246,0.57,1.0
2026-06-22 09:51:00,sh600744,华银电力,7.05,7.05,7.06,7.05,3888,2743047,0.0,0.14
2026-06-22 09:52:00,sh600744,华银电力,7.05,7.05,7.06,7.05,4442,3132813,0.0,0.14
2026-06-22 09:53:00,sh600744,华银电力,7.06,7.03,7.06,7.03,3309,2331176,-0.28,0.43
2026-06-22 09:54:00,sh600744,华银电力,7.03,7.03,7.05,7.03,4143,2914542,0.0,0.28
2026-06-22 09:55:00,sh600744,华银电力,7.03,7.05,7.05,7.03,3894,2739196,0.28,0.28
2026-06-22 09:56:00,sh600744,华银电力,7.04,7.03,7.04,7.03,2510,1765955,-0.28,0.14
2026-06-22 09:57:00,sh600744,华银电力,7.02,7.09,7.09,7.02,11527,8134639,0.85,1.0
2026-06-22 09:58:00,sh600744,华银电力,7.09,7.08,7.1,7.08,6500,4607903,-0.14,0.28
2026-06-22 09:59:00,sh600744,华银电力,7.08,7.06,7.09,7.05,5437,3844897,-0.28,0.56
2026-06-22 10:00:00,sh600744,华银电力,7.04,7.04,7.05,7.04,3977,2802556,-0.28,0.14
2026-06-22 10:01:00,sh600744,华银电力,7.04,7.0,7.04,7.0,6325,4432559,-0.57,0.57
2026-06-22 10:02:00,sh600744,华银电力,7.0,7.02,7.03,6.99,3913,2740839,0.29,0.57
2026-06-22 10:03:00,sh600744,华银电力,7.02,7.03,7.04,7.02,1728,1214599,0.14,0.28
2026-06-22 10:04:00,sh600744,华银电力,7.03,7.03,7.05,7.03,2855,2009998,0.0,0.28
2026-06-22 10:05:00,sh600744,华银电力,7.03,7.03,7.04,7.03,2349,1651495,0.0,0.14
2026-06-22 10:06:00,sh600744,华银电力,7.03,7.02,7.04,7.02,2119,1489038,-0.14,0.28
2026-06-22 10:07:00,sh600744,华银电力,7.02,7.0,7.02,7.0,7278,5095802,-0.28,0.28
2026-06-22 10:08:00,sh600744,华银电力,7.0,6.99,7.0,6.99,3427,2396973,-0.14,0.14
2026-06-22 10:09:00,sh600744,华银电力,6.99,7.0,7.0,6.99,2123,1484540,0.14,0.14
2026-06-22 10:10:00,sh600744,华银电力,6.99,6.99,7.0,6.99,2406,1682209,-0.14,0.14
2026-06-22 10:11:00,sh600744,华银电力,6.99,6.98,6.99,6.97,4679,3265437,-0.14,0.29
2026-06-22 10:12:00,sh600744,华银电力,6.97,6.96,6.98,6.96,3204,2232460,-0.29,0.29
2026-06-22 10:13:00,sh600744,华银电力,6.96,6.95,6.97,6.95,3020,2101398,-0.14,0.29
2026-06-22 10:14:00,sh600744,华银电力,6.96,6.96,6.96,6.95,2807,1951765,0.14,0.14
2026-06-22 10:15:00,sh600744,华银电力,6.95,6.96,6.96,6.95,3884,2700870,0.0,0.14
2026-06-22 10:16:00,sh600744,华银电力,6.96,6.95,6.96,6.95,1769,1230207,-0.14,0.14
2026-06-22 10:17:00,sh600744,华银电力,6.95,6.96,6.96,6.95,3232,2247185,0.14,0.14
2026-06-22 10:18:00,sh600744,华银电力,6.96,6.96,6.97,6.95,3187,2218044,0.0,0.29
2026-06-22 10:19:00,sh600744,华银电力,6.96,6.99,6.99,6.96,2292,1598582,0.43,0.43
2026-06-22 10:20:00,sh600744,华银电力,6.99,6.98,6.99,6.97,1936,1351574,-0.14,0.29
2026-06-22 10:21:00,sh600744,华银电力,6.97,6.98,6.98,6.97,738,514691,0.0,0.14
2026-06-22 10:22:00,sh600744,华银电力,6.98,6.97,6.98,6.97,942,656975,-0.14,0.14
2026-06-22 10:23:00,sh600744,华银电力,6.97,6.98,6.98,6.97,2088,1456409,0.14,0.14
2026-06-22 10:24:00,sh600744,华银电力,6.99,7.02,7.02,6.99,2315,1621151,0.57,0.43
2026-06-22 10:25:00,sh600744,华银电力,7.02,6.99,7.02,6.99,2409,1687684,-0.43,0.43
2026-06-22 10:26:00,sh600744,华银电力,6.99,6.99,7.0,6.98,749,523579,0.0,0.29
2026-06-22 10:27:00,sh600744,华银电力,6.99,6.98,6.99,6.98,699,488138,-0.14,0.14
2026-06-22 10:28:00,sh600744,华银电力,6.98,7.01,7.02,6.98,4360,3052753,0.43,0.57
2026-06-22 10:29:00,sh600744,华银电力,7.0,7.0,7.01,6.99,762,533513,-0.14,0.29
2026-06-22 10:30:00,sh600744,华银电力,7.0,6.99,7.0,6.99,1331,930807,-0.14,0.14
2026-06-22 10:31:00,sh600744,华银电力,6.99,7.02,7.03,6.99,4246,2977302,0.43,0.57
