datetime,code,name,open,close,high,low,volume,amount,pct_chg,amplitude
2026-06-26 09:30:00,sz000731,四川美丰,5.23,5.23,5.23,5.23,68,35564,-0.57,0.0
2026-06-26 09:31:00,sz000731,四川美丰,5.22,5.23,5.29,5.22,2015,1055335,0.0,1.34
2026-06-26 09:32:00,sz000731,四川美丰,5.24,5.24,5.26,5.21,1010,528984,0.19,0.96
2026-06-26 09:33:00,sz000731,四川美丰,5.25,5.24,5.26,5.22,741,388460,0.0,0.76
2026-06-26 09:34:00,sz000731,四川美丰,5.23,5.22,5.23,5.19,1594,829868,-0.38,0.76
2026-06-26 09:35:00,sz000731,四川美丰,5.21,5.21,5.22,5.2,1119,582187,-0.19,0.38
2026-06-26 09:36:00,sz000731,四川美丰,5.21,5.19,5.21,5.17,1191,617661,-0.38,0.77
2026-06-26 09:37:00,sz000731,四川美丰,5.17,5.18,5.18,5.16,540,279106,-0.19,0.39
2026-06-26 09:38:00,sz000731,四川美丰,5.18,5.2,5.2,5.15,1620,840193,0.39,0.97
2026-06-26 09:39:00,sz000731,四川美丰,5.19,5.17,5.2,5.16,1179,609668,-0.58,0.77
2026-06-26 09:40:00,sz000731,四川美丰,5.17,5.2,5.21,5.17,776,403065,0.58,0.77
2026-06-26 09:41:00,sz000731,四川美丰,5.2,5.21,5.22,5.2,777,405268,0.19,0.38
2026-06-26 09:42:00,sz000731,四川美丰,5.21,5.2,5.21,5.2,469,243946,-0.19,0.19
2026-06-26 09:43:00,sz000731,四川美丰,5.2,5.18,5.2,5.18,292,151636,-0.38,0.38
2026-06-26 09:44:00,sz000731,四川美丰,5.19,5.19,5.2,5.19,584,303455,0.19,0.19
2026-06-26 09:45:00,sz000731,四川美丰,5.2,5.18,5.2,5.18,330,171047,-0.19,0.39
2026-06-26 09:46:00,sz000731,四川美丰,5.19,5.16,5.19,5.15,567,292915,-0.39,0.77
2026-06-26 09:47:00,sz000731,四川美丰,5.17,5.18,5.18,5.17,99,51206,0.39,0.19
2026-06-26 09:48:00,sz000731,四川美丰,5.19,5.21,5.21,5.19,136,70683,0.58,0.39
2026-06-26 09:49:00,sz000731,四川美丰,5.21,5.22,5.22,5.21,480,250291,0.19,0.19
2026-06-26 09:50:00,sz000731,四川美丰,5.22,5.21,5.22,5.21,246,128383,-0.19,0.19
2026-06-26 09:51:00,sz000731,四川美丰,5.21,5.18,5.22,5.18,305,158632,-0.58,0.77
2026-06-26 09:52:00,sz000731,四川美丰,5.19,5.19,5.19,5.18,172,89220,0.19,0.19
2026-06-26 09:53:00,sz000731,四川美丰,5.2,5.2,5.2,5.2,148,76974,0.19,0.0
2026-06-26 09:54:00,sz000731,四川美丰,5.2,5.18,5.2,5.18,105,54493,-0.38,0.38
2026-06-26 09:55:00,sz000731,四川美丰,5.18,5.19,5.19,5.18,1211,627937,0.19,0.19
2026-06-26 09:56:00,sz000731,四川美丰,5.19,5.17,5.19,5.17,183,94674,-0.39,0.39
2026-06-26 09:57:00,sz000731,四川美丰,5.17,5.17,5.18,5.16,392,202380,0.0,0.39
2026-06-26 09:58:00,sz000731,四川美丰,5.16,5.17,5.17,5.16,591,304982,0.0,0.19
2026-06-26 09:59:00,sz000731,四川美丰,5.16,5.14,5.16,5.14,1724,888164,-0.58,0.39
2026-06-26 10:00:00,sz000731,四川美丰,5.14,5.16,5.16,5.14,435,224034,0.39,0.39
2026-06-26 10:01:00,sz000731,四川美丰,5.15,5.14,5.15,5.13,916,470982,-0.39,0.39
2026-06-26 10:02:00,sz000731,四川美丰,5.14,5.13,5.14,5.13,821,421596,-0.19,0.19
2026-06-26 10:03:00,sz000731,四川美丰,5.14,5.14,5.14,5.13,540,277456,0.19,0.19
2026-06-26 10:04:00,sz000731,四川美丰,5.14,5.17,5.17,5.14,3141,1617654,0.58,0.58
2026-06-26 10:05:00,sz000731,四川美丰,5.17,5.18,5.18,5.17,98,50709,0.19,0.19
2026-06-26 10:06:00,sz000731,四川美丰,5.17,5.16,5.17,5.16,174,89855,-0.39,0.19
