datetime,code,name,open,close,high,low,volume,amount,pct_chg,amplitude
2026-06-12 09:30:00,sh600315,上海家化,17.75,17.75,17.75,17.75,77,136675,0.34,0.0
2026-06-12 09:31:00,sh600315,上海家化,17.75,17.63,17.76,17.63,577,1021994,-0.68,0.73
2026-06-12 09:32:00,sh600315,上海家化,17.67,17.59,17.67,17.56,576,1014493,-0.23,0.62
2026-06-12 09:33:00,sh600315,上海家化,17.58,17.58,17.61,17.56,694,1219868,-0.06,0.28
2026-06-12 09:34:00,sh600315,上海家化,17.59,17.59,17.61,17.58,447,786471,0.06,0.17
2026-06-12 09:35:00,sh600315,上海家化,17.59,17.58,17.59,17.57,213,374474,-0.06,0.11
2026-06-12 09:36:00,sh600315,上海家化,17.57,17.58,17.59,17.57,264,464044,0.0,0.11
2026-06-12 09:37:00,sh600315,上海家化,17.58,17.64,17.65,17.56,458,805566,0.34,0.51
2026-06-12 09:38:00,sh600315,上海家化,17.64,17.64,17.66,17.6,332,585653,0.0,0.34
2026-06-12 09:39:00,sh600315,上海家化,17.63,17.6,17.63,17.6,371,653140,-0.23,0.17
2026-06-12 09:40:00,sh600315,上海家化,17.61,17.62,17.63,17.6,358,630051,0.11,0.17
2026-06-12 09:41:00,sh600315,上海家化,17.61,17.6,17.61,17.6,227,399578,-0.11,0.06
2026-06-12 09:42:00,sh600315,上海家化,17.6,17.62,17.62,17.59,241,424432,0.11,0.17
2026-06-12 09:43:00,sh600315,上海家化,17.62,17.59,17.64,17.59,302,531754,-0.17,0.28
2026-06-12 09:44:00,sh600315,上海家化,17.58,17.68,17.68,17.58,118,208315,0.51,0.57
2026-06-12 09:45:00,sh600315,上海家化,17.7,17.82,17.85,17.7,1027,1824409,0.79,0.85
2026-06-12 09:46:00,sh600315,上海家化,17.81,17.72,17.81,17.72,845,1503463,-0.56,0.51
2026-06-12 09:47:00,sh600315,上海家化,17.75,17.74,17.76,17.74,105,186352,0.11,0.11
2026-06-12 09:48:00,sh600315,上海家化,17.74,17.72,17.74,17.72,27,47860,-0.11,0.11
2026-06-12 09:49:00,sh600315,上海家化,17.74,17.74,17.75,17.73,119,211191,0.11,0.11
2026-06-12 09:50:00,sh600315,上海家化,17.74,17.72,17.75,17.72,89,157906,-0.11,0.17
2026-06-12 09:51:00,sh600315,上海家化,17.73,17.73,17.73,17.71,39,69119,0.06,0.11
2026-06-12 09:52:00,sh600315,上海家化,17.72,17.71,17.72,17.7,53,93894,-0.11,0.11
2026-06-12 09:53:00,sh600315,上海家化,17.72,17.77,17.77,17.71,262,464705,0.34,0.34
2026-06-12 09:54:00,sh600315,上海家化,17.78,17.77,17.79,17.77,449,797972,0.0,0.11
2026-06-12 09:55:00,sh600315,上海家化,17.76,17.74,17.76,17.74,83,147307,-0.17,0.11
2026-06-12 09:56:00,sh600315,上海家化,17.74,17.72,17.74,17.72,134,237586,-0.11,0.11
2026-06-12 09:57:00,sh600315,上海家化,17.72,17.78,17.78,17.72,457,811353,0.34,0.34
2026-06-12 09:58:00,sh600315,上海家化,17.78,17.76,17.81,17.76,484,860991,-0.11,0.28
2026-06-12 09:59:00,sh600315,上海家化,17.77,17.76,17.77,17.76,43,76374,0.0,0.06
2026-06-12 10:00:00,sh600315,上海家化,17.75,17.74,17.75,17.74,50,88749,-0.11,0.06
2026-06-12 10:01:00,sh600315,上海家化,17.76,17.81,17.82,17.76,582,1035769,0.39,0.34
2026-06-12 10:02:00,sh600315,上海家化,17.8,17.82,17.83,17.8,215,382985,0.06,0.17
2026-06-12 10:03:00,sh600315,上海家化,17.81,17.88,17.89,17.81,1514,2702210,0.34,0.45
2026-06-12 10:04:00,sh600315,上海家化,17.88,17.9,17.92,17.88,582,1041728,0.11,0.22
2026-06-12 10:05:00,sh600315,上海家化,17.9,17.86,17.9,17.86,780,1392203,-0.22,0.22
2026-06-12 10:06:00,sh600315,上海家化,17.86,17.87,17.88,17.85,55,98212,0.06,0.17
2026-06-12 10:07:00,sh600315,上海家化,17.85,17.84,17.86,17.84,66,117756,-0.17,0.11
2026-06-12 10:08:00,sh600315,上海家化,17.84,17.85,17.86,17.84,49,87473,0.06,0.11
2026-06-12 10:09:00,sh600315,上海家化,17.84,17.84,17.84,17.83,44,78479,-0.06,0.06
2026-06-12 10:10:00,sh600315,上海家化,17.84,17.84,17.85,17.84,63,112399,0.0,0.06
2026-06-12 10:11:00,sh600315,上海家化,17.84,17.85,17.85,17.84,37,66046,0.06,0.06
2026-06-12 10:12:00,sh600315,上海家化,17.85,17.86,17.86,17.85,27,48203,0.06,0.06
2026-06-12 10:13:00,sh600315,上海家化,17.85,17.87,17.87,17.85,120,214286,0.06,0.11
2026-06-12 10:14:00,sh600315,上海家化,17.87,17.86,17.87,17.86,68,121468,-0.06,0.06
2026-06-12 10:15:00,sh600315,上海家化,17.87,17.89,17.9,17.87,318,568600,0.17,0.17
2026-06-12 10:16:00,sh600315,上海家化,17.89,17.88,17.89,17.88,189,337988,-0.06,0.06
2026-06-12 10:17:00,sh600315,上海家化,17.88,17.87,17.88,17.86,228,407338,-0.06,0.11
2026-06-12 10:18:00,sh600315,上海家化,17.86,17.87,17.87,17.86,225,401873,0.0,0.06
2026-06-12 10:19:00,sh600315,上海家化,17.86,17.85,17.88,17.85,399,712340,-0.11,0.17
2026-06-12 10:20:00,sh600315,上海家化,17.87,17.85,17.87,17.85,26,46458,0.0,0.11
2026-06-12 10:21:00,sh600315,上海家化,17.85,17.88,17.88,17.85,228,407370,0.17,0.17
2026-06-12 10:22:00,sh600315,上海家化,17.88,17.86,17.88,17.86,138,246618,-0.11,0.11
2026-06-12 10:23:00,sh600315,上海家化,17.86,17.85,17.86,17.85,27,48215,-0.06,0.06
2026-06-12 10:24:00,sh600315,上海家化,17.85,17.86,17.86,17.85,90,160682,0.06,0.06
2026-06-12 10:25:00,sh600315,上海家化,17.86,17.86,17.88,17.86,52,92918,0.0,0.11
2026-06-12 10:26:00,sh600315,上海家化,17.86,17.85,17.86,17.85,41,73225,-0.06,0.06
2026-06-12 10:27:00,sh600315,上海家化,17.86,17.85,17.86,17.85,195,348228,0.0,0.06
2026-06-12 10:28:00,sh600315,上海家化,17.84,17.84,17.85,17.84,29,51749,-0.06,0.06
2026-06-12 10:29:00,sh600315,上海家化,17.84,17.84,17.85,17.84,66,117752,0.0,0.06
2026-06-12 10:30:00,sh600315,上海家化,17.84,17.82,17.84,17.82,575,1024535,-0.11,0.11
2026-06-12 10:31:00,sh600315,上海家化,17.82,17.84,17.84,17.82,37,65963,0.11,0.11
2026-06-12 10:32:00,sh600315,上海家化,17.83,17.84,17.84,17.83,58,103453,0.0,0.06
2026-06-12 10:33:00,sh600315,上海家化,17.85,17.85,17.86,17.85,87,155314,0.06,0.06
2026-06-12 10:34:00,sh600315,上海家化,17.85,17.83,17.85,17.83,19,33906,-0.11,0.11
2026-06-12 10:35:00,sh600315,上海家化,17.83,17.8,17.83,17.79,65,115761,-0.17,0.22
2026-06-12 10:36:00,sh600315,上海家化,17.79,17.8,17.81,17.79,460,818500,0.0,0.11
2026-06-12 10:37:00,sh600315,上海家化,17.8,17.78,17.8,17.77,100,177930,-0.11,0.17
2026-06-12 10:38:00,sh600315,上海家化,17.77,17.78,17.8,17.77,80,142239,0.0,0.17
2026-06-12 10:39:00,sh600315,上海家化,17.79,17.76,17.79,17.76,91,161771,-0.11,0.17
2026-06-12 10:40:00,sh600315,上海家化,17.76,17.76,17.77,17.75,158,280580,0.0,0.11
2026-06-12 10:41:00,sh600315,上海家化,17.77,17.75,17.77,17.74,588,1044308,-0.06,0.17
2026-06-12 10:42:00,sh600315,上海家化,17.75,17.79,17.79,17.75,43,76410,0.23,0.23
2026-06-12 10:43:00,sh600315,上海家化,17.78,17.78,17.78,17.78,12,21336,-0.06,0.0
2026-06-12 10:44:00,sh600315,上海家化,17.76,17.78,17.78,17.75,66,117267,0.0,0.17
2026-06-12 10:45:00,sh600315,上海家化,17.79,17.8,17.83,17.79,73,129933,0.11,0.22
2026-06-12 10:46:00,sh600315,上海家化,17.82,17.8,17.82,17.8,20,35627,0.0,0.11
2026-06-12 10:47:00,sh600315,上海家化,17.8,17.81,17.81,17.8,89,158479,0.06,0.06
2026-06-12 10:48:00,sh600315,上海家化,17.8,17.81,17.82,17.8,77,137113,0.0,0.11
2026-06-12 10:49:00,sh600315,上海家化,17.8,17.78,17.8,17.78,254,451794,-0.17,0.11
2026-06-12 10:50:00,sh600315,上海家化,17.79,17.8,17.8,17.79,112,199311,0.11,0.06
2026-06-12 10:51:00,sh600315,上海家化,17.8,17.81,17.81,17.8,25,44520,0.06,0.06
2026-06-12 10:52:00,sh600315,上海家化,17.82,17.82,17.82,17.82,43,76623,0.06,0.0
2026-06-12 10:53:00,sh600315,上海家化,17.82,17.82,17.82,17.82,0,0,0.0,0.0
2026-06-12 10:54:00,sh600315,上海家化,17.82,17.83,17.83,17.82,85,151496,0.06,0.06
2026-06-12 10:55:00,sh600315,上海家化,17.84,17.84,17.85,17.84,30,53528,0.06,0.06
2026-06-12 10:56:00,sh600315,上海家化,17.85,17.86,17.86,17.85,130,232072,0.11,0.06
2026-06-12 10:57:00,sh600315,上海家化,17.86,17.87,17.87,17.86,158,282326,0.06,0.06
2026-06-12 10:58:00,sh600315,上海家化,17.87,17.86,17.87,17.86,37,66110,-0.06,0.06
2026-06-12 10:59:00,sh600315,上海家化,17.86,17.86,17.87,17.85,105,187485,0.0,0.11
2026-06-12 11:00:00,sh600315,上海家化,17.86,17.89,17.89,17.85,908,1623416,0.17,0.22
2026-06-12 11:01:00,sh600315,上海家化,17.92,17.95,17.95,17.92,3112,5572060,0.34,0.17
2026-06-12 11:02:00,sh600315,上海家化,17.94,17.93,17.95,17.92,138,247539,-0.11,0.17
